"Component Ref ID"; "Pin Ref ID"; "Net Name"; "Mount"; "Side"; posX; posY
"J6"; "5"; "NetJ6_4"; "SMD"; "TOP";61.8112; -93.2960
"J6"; "6"; "ETHB_RX_N"; "SMD"; "TOP";61.8112; -94.3160
"J6"; "7"; "NetJ6_7"; "SMD"; "TOP";61.8112; -95.3360
"J6"; "8"; "NetJ6_7"; "SMD"; "TOP";61.8112; -96.3560
"J6"; "MH1"; " N/C_00054"; "THT"; "TOP"; 71.7912; -99.1360
"J6"; "MH2"; " N/C_00053"; "THT"; "TOP"; 71.7912; -86.4360
"J6"; "S1"; "CHASSIS"; "SMD"; "TOP";71.7912; -101.4460
"J6"; "S2"; "CHASSIS"; "SMD"; "TOP";71.7912; -84.1260
"D4"; "1"; "DGND"; "SMD"; "TOP";56.1660; 1.3208
"D4"; "2"; "CHASSIS"; "SMD"; "TOP";60.1660; 1.3208
"TH2"; "1"; " N/C_00057"; "THT"; "TOP"; 87.0458; -91.0000
"TH1"; "1"; " N/C_00017"; "THT"; "TOP"; 87.0251; -103.0000
"LK5"; "1"; "DGND"; "SMD"; "TOP";45.2344; -1.4986
"LK5"; "2"; "0V"; "SMD"; "TOP";48.0344; -1.4986
"LK4"; "1"; "NetC38_1"; "SMD"; "TOP";45.2344; -19.0246
"LK4"; "2"; "24V_FUSED"; "SMD"; "TOP";48.0344; -19.0246
"LK3"; "1"; "24V_UNFILT"; "SMD"; "TOP";22.6538; 4.0356
"LK3"; "2"; "NetC38_1"; "SMD"; "TOP";25.4538; 4.0356
"LK2"; "1"; "24V_UNFILT"; "SMD"; "TOP";22.6568; 6.0676
"LK2"; "2"; "24V_SIGN"; "SMD"; "TOP";22.6568; 8.8676
"LK1"; "1"; "24V_SIGN"; "SMD"; "TOP";25.4508; 8.8676
"LK1"; "2"; "NetC38_1"; "SMD"; "TOP";25.4508; 6.0676
"SW2"; "1"; "BOOT2"; "SMD"; "TOP";11.8960; -101.5493
"SW2"; ""; " NONET_00223"; "THT"; "TOP"; 11.8960; -101.5493
"SW2"; "2"; "DGND"; "SMD"; "TOP";11.8960; -104.0893
"SW2"; ""; " NONET_00224"; "THT"; "TOP"; 11.8960; -104.0893
"Q10"; "1"; "NetQ10_1"; "SMD"; "TOP";43.2656; -82.9739
"Q10"; "2"; "DGND"; "SMD"; "TOP";43.2656; -84.8738
"Q10"; "3"; "NetLED6_K"; "SMD"; "TOP";45.6656; -83.9239
"J29"; "0"; "DGND"; "SMD"; "TOP";9.2096; -20.1844
"J29"; ""; " NONET_00225"; "THT"; "TOP"; 9.2096; -20.1844
"J29"; "1"; "24V_UNFILT"; "SMD"; "TOP";6.9596; -22.5844
"J29"; "2"; "I2C_CAN_SDA_N"; "SMD"; "TOP";6.9596; -24.5844
"J29"; "3"; "I2C_CAN_SDA_P"; "SMD"; "TOP";6.9596; -26.5844
"J29"; "4"; "I2C_CAN_SCL_P"; "SMD"; "TOP";6.9596; -28.5844
"J29"; "5"; "I2C_CAN_SCL_N"; "SMD"; "TOP";6.9596; -30.5844
"J29"; "6"; "BLANK/IRQ"; "SMD"; "TOP";6.9596; -32.5844
"L20"; "1"; "24V_FUSED"; "SMD"; "TOP";52.2844; -18.4404
"L20"; "2"; "NetC38_1"; "SMD"; "TOP";40.9844; -18.4404
"L20"; "3"; "0V"; "SMD"; "TOP";52.2844; -1.9304
"L20"; "4"; "DGND"; "SMD"; "TOP";40.9844; -1.9304
"R239"; "1"; "UART1_TXEN"; "SMD"; "TOP";48.9931; -28.1178
"R239"; "2"; "NetR99_2"; "SMD"; "TOP";48.0931; -28.1178
"F2"; "1"; "24V_IN"; "SMD"; "TOP";60.6652; -22.5298
